791, 210, 956, 194, 963, 286, 798, 301
775, 407, 923, 393, 929, 474, 782, 488
768, 313, 916, 294, 926, 384, 778, 402
987, 14, 1106, 0, 1112, 63, 993, 76
866, 324, 987, 312, 993, 376, 871, 388
505, 86, 671, 72, 678, 162, 511, 176
464, 60, 575, 40, 582, 84, 470, 104
312, 83, 437, 53, 450, 119, 325, 149
937, 108, 1097, 82, 1110, 175, 950, 201
1033, 131, 1197, 81, 1219, 166, 1056, 217
325, 135, 432, 115, 439, 158, 333, 178
309, 240, 431, 219, 441, 294, 319, 314
838, -10, 988, -33, 999, 44, 848, 68
775, 76, 956, 58, 966, 173, 785, 191
901, 226, 1028, 217, 1032, 287, 905, 296
-15, 13, 210, -19, 229, 128, 3, 161
934, -40, 1187, -48, 1191, 133, 938, 141
417, 22, 655, -22, 676, 104, 438, 149
