143, 235, 267, 211, 278, 276, 153, 300
545, 3, 696, -5, 700, 76, 550, 86
71, 92, 208, 82, 212, 161, 76, 170
12, 285, 148, 259, 162, 341, 26, 367
-8, 139, 131, 117, 145, 224, 5, 246
133, 301, 263, 287, 271, 383, 141, 396
59, 71, 171, 62, 174, 109, 62, 118
617, 177, 793, 163, 799, 257, 623, 271
143, 79, 251, 65, 256, 111, 148, 125
282, 19, 444, 6, 453, 129, 291, 142
964, 94, 1168, 73, 1178, 189, 974, 210
301, 120, 406, 115, 409, 170, 303, 175
685, 128, 817, 118, 822, 188, 689, 199
995, 253, 1148, 229, 1160, 323, 1007, 347
1154, 73, 1338, 64, 1342, 163, 1158, 172
-50, 243, 89, 225, 100, 320, -40, 338
60, 331, 151, 317, 158, 371, 68, 385
313, 74, 393, 69, 396, 115, 316, 121
0, 313, 62, 305, 64, 333, 2, 340
291, 100, 496, 101, 495, 266, 290, 264
