797, 887, 887, 878, 890, 902, 799, 911
1195, 1550, 1298, 1547, 1299, 1570, 1196, 1573
350, 164, 448, 159, 449, 181, 351, 187
107, 1286, 190, 1284, 191, 1306, 108, 1308
97, 506, 196, 510, 195, 532, 96, 529
1084, 725, 1175, 720, 1177, 745, 1085, 751
1001, 753, 1109, 743, 1112, 770, 1003, 780
698, 141, 819, 124, 823, 158, 702, 175
915, 689, 999, 687, 1000, 710, 915, 713
1261, 801, 1369, 797, 1370, 823, 1262, 826
1234, 1396, 1341, 1393, 1342, 1414, 1234, 1418
803, 1460, 904, 1465, 903, 1488, 802, 1483
1247, 827, 1355, 822, 1356, 847, 1248, 852
914, 613, 1016, 610, 1017, 632, 915, 635
62, 385, 150, 381, 152, 405, 63, 410
1279, 1424, 1376, 1420, 1377, 1446, 1280, 1450
997, 663, 1090, 661, 1091, 683, 997, 686
1261, 1475, 1351, 1469, 1353, 1493, 1263, 1499
783, 1035, 880, 1031, 881, 1054, 784, 1057
1177, 2032, 1278, 2028, 1279, 2052, 1178, 2056
97, 1434, 179, 1428, 180, 1449, 98, 1455
232, 1164, 319, 1160, 320, 1182, 233, 1186
969, 2031, 1082, 2025, 1083, 2047, 970, 2053
791, 1085, 865, 1079, 866, 1100, 793, 1106
1130, 638, 1230, 635, 1230, 659, 1131, 662
797, 2055, 862, 2057, 861, 2078, 797, 2076
72, 335, 146, 332, 147, 354, 72, 356
883, 1391, 979, 1386, 980, 1409, 885, 1415
62, 310, 151, 308, 152, 330, 63, 332
807, 861, 879, 854, 881, 877, 810, 884
163, 335, 241, 332, 241, 354, 163, 356
1062, 612, 1180, 610, 1181, 633, 1062, 636
69, 411, 145, 406, 146, 428, 71, 434
1108, 772, 1207, 776, 1206, 799, 1107, 796
141, 461, 224, 455, 226, 479, 142, 484
437, 110, 540, 107, 541, 134, 438, 137
944, 159, 1029, 155, 1031, 178, 945, 181
165, 385, 245, 382, 246, 405, 166, 408
1211, 776, 1308, 772, 1310, 796, 1212, 801
855, 955, 935, 956, 935, 981, 855, 980
320, 87, 402, 82, 404, 105, 322, 110
1143, 1499, 1224, 1496, 1225, 1518, 1144, 1521
95, 1262, 186, 1258, 187, 1279, 96, 1284
58, 235, 130, 230, 132, 255, 59, 260
771, 936, 848, 929, 850, 952, 774, 959
304, 1214, 393, 1209, 394, 1235, 306, 1239
89, 1458, 176, 1453, 177, 1474, 90, 1479
883, 1490, 960, 1487, 961, 1511, 885, 1514
1271, 1451, 1354, 1448, 1355, 1469, 1272, 1472
832, 1111, 912, 1110, 913, 1130, 832, 1131
876, 1080, 951, 1084, 949, 1108, 875, 1104
1230, 750, 1323, 748, 1324, 770, 1230, 773
797, 911, 889, 902, 891, 926, 799, 935
1037, 156, 1116, 157, 1115, 181, 1036, 180
1077, 110, 1164, 106, 1165, 132, 1078, 136
1141, 750, 1231, 745, 1232, 772, 1142, 777
914, 640, 997, 636, 998, 658, 915, 662
236, 1259, 321, 1264, 320, 1286, 235, 1282
1046, 827, 1133, 824, 1133, 847, 1047, 851
1030, 801, 1112, 799, 1113, 820, 1031, 823
121, 484, 186, 485, 186, 506, 121, 505
1195, 1524, 1292, 1517, 1294, 1544, 1197, 1551
779, 1058, 869, 1055, 869, 1077, 780, 1079
94, 1409, 205, 1403, 206, 1428, 95, 1433
795, 980, 893, 982, 892, 1010, 795, 1008
1136, 1427, 1205, 1422, 1206, 1442, 1137, 1447
1152, 1449, 1226, 1445, 1228, 1469, 1153, 1473
178, 1236, 280, 1231, 281, 1255, 179, 1260
167, 360, 232, 358, 233, 383, 168, 385
929, 133, 1011, 134, 1011, 155, 928, 154
179, 236, 264, 234, 265, 255, 180, 258
91, 1188, 161, 1185, 162, 1206, 92, 1209
1207, 719, 1291, 722, 1290, 747, 1206, 744
68, 363, 143, 357, 145, 379, 70, 385
982, 825, 1053, 829, 1052, 850, 981, 846
