530, 348, 683, 336, 689, 432, 536, 443
252, 65, 411, 49, 418, 135, 259, 150
160, 428, 339, 391, 357, 494, 179, 531
543, 281, 683, 273, 687, 351, 547, 360
741, 106, 892, 115, 888, 204, 737, 195
449, 98, 621, 81, 628, 167, 457, 183
382, 97, 511, 74, 521, 137, 392, 161
307, 96, 372, 98, 372, 124, 307, 121
503, 158, 583, 151, 586, 184, 506, 191
623, 110, 783, 95, 790, 188, 629, 202
520, 148, 664, 135, 671, 219, 527, 233
582, 124, 674, 110, 681, 158, 588, 171
574, 164, 642, 161, 643, 188, 575, 190
725, 126, 801, 121, 804, 163, 728, 169
676, 129, 740, 127, 741, 160, 678, 163
