-25, 303, 123, 288, 130, 372, -18, 387
407, 43, 564, 8, 580, 89, 423, 124
-23, 94, 153, 79, 160, 175, -16, 190
345, -2, 520, -19, 527, 57, 351, 75
521, 12, 696, -17, 706, 52, 531, 81
633, 10, 784, -29, 798, 31, 647, 71
607, 54, 791, 2, 820, 123, 636, 175
417, 178, 600, 142, 620, 261, 437, 297
-35, -13, 170, -25, 176, 82, -30, 93
0, 57, 126, 46, 130, 102, 4, 114
388, 637, 580, 585, 606, 695, 414, 747
140, 159, 322, 145, 329, 245, 147, 260
351, 183, 508, 109, 542, 192, 384, 265
-60, 162, 157, 145, 165, 266, -52, 283
