71, 382, 163, 376, 164, 401, 73, 407
802, 1999, 918, 1991, 920, 2018, 804, 2026
138, 1520, 239, 1516, 240, 1542, 139, 1546
266, 1428, 372, 1422, 373, 1445, 267, 1450
70, 504, 153, 500, 155, 523, 71, 527
225, 1554, 342, 1547, 343, 1571, 227, 1578
148, 503, 244, 498, 245, 524, 149, 528
69, 1311, 158, 1308, 159, 1331, 70, 1334
1038, 899, 1133, 895, 1134, 920, 1039, 924
76, 328, 159, 317, 161, 338, 79, 349
62, 1280, 162, 1277, 163, 1305, 63, 1308
1133, 816, 1221, 810, 1223, 832, 1134, 837
901, 874, 1013, 864, 1015, 887, 903, 897
160, 291, 244, 288, 245, 311, 161, 314
578, 2030, 662, 2023, 664, 2047, 580, 2054
976, 2082, 1063, 2079, 1064, 2105, 977, 2108
364, 1284, 475, 1277, 477, 1304, 366, 1312
435, 1550, 532, 1542, 534, 1570, 437, 1577
64, 1365, 155, 1362, 156, 1390, 65, 1393
298, 1362, 407, 1366, 406, 1393, 297, 1389
106, 1550, 199, 1546, 200, 1569, 107, 1573
566, 2000, 666, 1993, 667, 2018, 567, 2024
155, 443, 245, 438, 246, 463, 157, 468
365, 1310, 466, 1306, 467, 1330, 366, 1334
64, 415, 138, 409, 139, 430, 66, 437
1070, 2083, 1161, 2079, 1162, 2103, 1071, 2107
1076, 2054, 1174, 2046, 1176, 2076, 1079, 2084
114, 352, 198, 345, 200, 369, 116, 376
1159, 2081, 1252, 2079, 1253, 2104, 1160, 2106
353, 1513, 438, 1515, 438, 1545, 353, 1543
844, 2027, 929, 2025, 930, 2053, 845, 2055
139, 531, 222, 533, 221, 556, 139, 554
1351, 2055, 1450, 2048, 1452, 2073, 1353, 2080
972, 2054, 1081, 2044, 1083, 2070, 974, 2080
1055, 2025, 1161, 2018, 1163, 2044, 1056, 2050
754, 2050, 857, 2054, 856, 2083, 753, 2080
938, 902, 1018, 899, 1019, 922, 939, 925
1179, 2055, 1273, 2047, 1275, 2074, 1182, 2081
65, 1340, 156, 1334, 158, 1363, 67, 1368
72, 531, 138, 529, 139, 555, 73, 557
164, 1310, 264, 1306, 265, 1330, 165, 1334
1018, 872, 1114, 867, 1116, 892, 1019, 897
1259, 2082, 1368, 2078, 1369, 2102, 1260, 2106
1163, 2031, 1277, 2020, 1279, 2047, 1165, 2057
897, 847, 1002, 833, 1005, 856, 900, 870
195, 1368, 277, 1362, 279, 1387, 196, 1392
414, 1368, 496, 1364, 497, 1389, 415, 1392
1011, 811, 1087, 815, 1086, 839, 1010, 835
90, 1395, 179, 1393, 179, 1420, 90, 1421
162, 327, 238, 318, 241, 342, 165, 351
436, 1520, 520, 1515, 521, 1540, 437, 1544
157, 407, 234, 411, 233, 438, 155, 435
383, 1395, 472, 1393, 473, 1417, 384, 1419
269, 1311, 359, 1307, 360, 1333, 270, 1337
130, 1426, 211, 1423, 211, 1447, 131, 1449
169, 1337, 272, 1335, 272, 1365, 170, 1367
54, 1426, 128, 1423, 129, 1446, 55, 1449
993, 933, 1088, 928, 1089, 951, 994, 956
80, 475, 143, 470, 145, 493, 82, 497
1002, 844, 1094, 835, 1097, 861, 1004, 870
100, 444, 174, 436, 177, 462, 103, 469
1147, 843, 1214, 834, 1217, 858, 1150, 867
580, 2054, 648, 2052, 649, 2077, 581, 2080
1146, 898, 1235, 898, 1235, 924, 1145, 923
169, 1397, 253, 1393, 254, 1419, 170, 1423
44, 1515, 137, 1517, 137, 1547, 44, 1545
100, 300, 166, 293, 168, 314, 102, 321
640, 2056, 729, 2057, 729, 2083, 639, 2082
714, 1997, 817, 1994, 818, 2018, 715, 2022
170, 1284, 246, 1280, 248, 1305, 172, 1310
781, 2028, 862, 2026, 862, 2052, 781, 2053
917, 929, 1002, 930, 1001, 953, 916, 952
278, 1515, 364, 1519, 362, 1548, 276, 1543
720, 2027, 798, 2025, 799, 2053, 721, 2055
1288, 2047, 1378, 2049, 1378, 2077, 1287, 2076
1275, 2024, 1356, 2022, 1357, 2050, 1275, 2052
66, 352, 124, 350, 125, 374, 67, 376
1220, 872, 1271, 868, 1273, 892, 1222, 897
1356, 2027, 1427, 2024, 1429, 2049, 1357, 2052
243, 1395, 345, 1393, 345, 1420, 244, 1423
381, 1546, 460, 1547, 459, 1577, 381, 1576
428, 1340, 491, 1338, 491, 1361, 429, 1363
964, 2023, 1040, 2021, 1041, 2044, 964, 2046
62, 438, 117, 437, 117, 465, 63, 466
175, 352, 232, 345, 236, 372, 179, 379
365, 1332, 437, 1335, 436, 1364, 364, 1361
222, 1285, 302, 1278, 305, 1304, 225, 1311
1085, 873, 1178, 869, 1179, 894, 1086, 898
1082, 838, 1162, 832, 1165, 863, 1084, 868
626, 2022, 756, 2027, 755, 2061, 625, 2056
655, 1995, 749, 1998, 748, 2022, 654, 2019
302, 1285, 378, 1279, 380, 1304, 304, 1310
968, 815, 1031, 812, 1032, 836, 969, 839
1017, 2013, 1091, 2016, 1089, 2051, 1015, 2048
1060, 809, 1167, 804, 1168, 847, 1062, 851
207, 1505, 318, 1519, 314, 1558, 203, 1544
