428, 104, 566, 87, 574, 160, 435, 177
469, 199, 610, 174, 628, 295, 487, 320
403, 257, 566, 240, 576, 352, 413, 369
441, 150, 570, 132, 580, 218, 451, 237
462, 211, 544, 200, 548, 233, 465, 244
128, 159, 279, 139, 288, 221, 137, 241
5, 173, 122, 152, 129, 203, 12, 223
444, 261, 527, 249, 532, 285, 448, 297
441, 326, 523, 318, 527, 362, 445, 369
161, 170, 237, 165, 239, 195, 163, 199
258, 135, 419, 119, 427, 216, 266, 231
163, 237, 314, 216, 324, 303, 174, 325
301, 157, 359, 153, 361, 177, 302, 181
1028, 181, 1183, 156, 1197, 248, 1041, 274
439, 163, 502, 154, 506, 184, 443, 193
-17, 102, 224, 95, 228, 271, -13, 277
