428, 203, 560, 215, 557, 247, 425, 235
364, 182, 510, 192, 507, 228, 362, 218
413, 733, 488, 728, 489, 748, 414, 753
298, 397, 362, 392, 363, 412, 299, 417
615, 452, 692, 450, 693, 469, 616, 471
586, 782, 647, 778, 649, 799, 587, 803
618, 524, 695, 520, 696, 541, 619, 546
652, 467, 730, 464, 731, 485, 653, 488
678, 759, 759, 762, 758, 783, 677, 780
358, 1176, 414, 1179, 413, 1194, 357, 1192
584, 393, 663, 388, 664, 406, 585, 410
313, 420, 383, 417, 384, 437, 314, 440
436, 817, 504, 813, 505, 828, 437, 832
303, 434, 383, 440, 382, 458, 301, 452
590, 406, 667, 401, 668, 421, 591, 425
440, 748, 511, 741, 513, 766, 442, 773
609, 798, 659, 792, 661, 813, 611, 819
605, 470, 665, 473, 664, 489, 605, 486
54, 1115, 102, 1113, 102, 1124, 55, 1126
645, 397, 697, 402, 696, 420, 643, 415
634, 536, 692, 535, 693, 552, 635, 554
338, 398, 391, 395, 393, 418, 339, 421
